nct_id,title,sponsor_name,sponsor_class,collaborators,n_collaborators,phase,study_type,enrollment,start_date,overall_status,conditions,n_sites,sponsor_clean,sponsor_final,sponsor_trial_count,phase_simple,complex_ta,c_sites,c_enroll,c_smallspon,c_latephase,c_complex,outsourcing_score,known_cro
NCT00145067,Osteoporosis Disease Management Demonstration Project (0000-040),Merck Sharp & Dohme LLC,INDUSTRY,,0,,INTERVENTIONAL,230.0,2003-11,COMPLETED,Osteoporosis,0,merck,merck,35,NA,0,0.03475,0.7085,0.20699999999999996,0.4,0.0,0.2154625,0
NCT01222767,Study of Zalypsis® (PM00104) in Patients With Unresectable Locally Advanced and/or Metastatic Ewing Family of Tumors (EFT) Progressing After at Least One Prior Line of Chemotherapy,PharmaMar,INDUSTRY,,0,PHASE2,INTERVENTIONAL,17.0,2010-12,COMPLETED,Ewing's Sarcoma; Primitive Neuroectodermal Tumor (PNET); Askin's Tumor of the Chest Wall; Extraosseous Ewing's Sarcoma (EOE),7,pharmamar,pharmamar,4,PHASE2,1,0.6405,0.0935,0.43674999999999997,0.6,1.0,0.5263875,0
NCT04401800,"Preliminary Antitumor Activity, Safety and Tolerability of Tislelizumab in Combination With Lenvatinib for Hepatocellular Carcinoma",BeiGene,INDUSTRY,,0,PHASE2,INTERVENTIONAL,64.0,2020-09-04,COMPLETED,Hepatocellular Carcinoma; Unresectable Hepatocellular Carcinoma; Metastatic Hepatocellular Carcinoma,9,beigene,beigene,2,PHASE2,1,0.66975,0.4085,0.5527500000000001,0.6,1.0,0.608725,0
NCT03896100,Assessment of Intracellular Cytokines and Markers in Cells (Phase 3),"Johnson & Johnson Vision Care, Inc.",INDUSTRY,,0,,OBSERVATIONAL,12.0,2019-03-28,COMPLETED,Impression Cytology,1,johnson and johnson vision care,johnson and johnson vision care,5,NA,0,0.26075,0.05925,0.41425,0.4,0.0,0.30217499999999997,0
NCT00562107,Evaluation of the SafeR Mode in Patients With a Dual Chamber Pacemaker Indication,LivaNova,INDUSTRY,,0,PHASE4,INTERVENTIONAL,650.0,2007-12,COMPLETED,Assess the Benefits From the AAISafeR/SafeR Algorithm of Symphony 2550 or REPLYTM DR in a Wide Range of Pacemaker Patients.,37,livanova,livanova,1,PHASE4,0,0.8625,0.8895,0.802,0.5,0.0,0.7465249999999999,0
NCT01431807,Long-term Study of SYR-472,Takeda,INDUSTRY,,0,PHASE3,INTERVENTIONAL,680.0,2011-09-01,COMPLETED,Diabetes Mellitus,41,takeda,takeda,25,PHASE3,0,0.87725,0.895,0.27225,1.0,0.0,0.641825,0
NCT01765907,Antalgic Treatment of Painful Bone Metastases by US-guided High Intensity Focused Ultrasound (HIFU),Theraclion,INDUSTRY,,0,PHASE1,INTERVENTIONAL,3.0,2012-12,COMPLETED,Bone Metastasis,1,theraclion,theraclion,1,PHASE1,0,0.26075,0.012,0.802,0.3,0.0,0.4181625,0
NCT01184807,"Phase 1, Dose-escalation Trial of OPB-51602 in Patients With Advanced Solid Tumors",Otsuka Beijing Research Institute,INDUSTRY,,0,PHASE1,INTERVENTIONAL,51.0,2009-12,COMPLETED,Malignant Solid Tumour,2,otsuka beijing research institute,otsuka beijing research institute,3,PHASE1,1,0.4805,0.345,0.47650000000000003,0.3,1.0,0.46445,0
NCT00860392,A Comparison of Measurements of Ketone Body Flux Versus Ketone Body Concentration as a Pharmacodynamic Marker of Hepatic Fatty Acid Oxidation (0000-110),Merck Sharp & Dohme LLC,INDUSTRY,,0,PHASE1,INTERVENTIONAL,24.0,2009-03-02,COMPLETED,Diabetes,0,merck,merck,35,PHASE1,0,0.03475,0.15325,0.20699999999999996,0.3,0.0,0.1449375,0
NCT02754492,Evaluation of Trima Version 7.0 Platelets in 100% Plasma,Terumo BCT,INDUSTRY,,0,,INTERVENTIONAL,334.0,2016-04,COMPLETED,Healthy Volunteers,7,terumo bct,terumo bct,1,NA,0,0.6405,0.782,0.802,0.4,0.0,0.6430750000000001,0
NCT04779892,The Study of Infliximab (CMAB008 and Remicade) in Healthy Subjects to Compare the PK and Safety,"Taizhou Mabtech Pharmaceutical Co.,Ltd",INDUSTRY,,0,PHASE1,INTERVENTIONAL,90.0,2020-02-01,COMPLETED,Rheumatoid Arthritis,1,taizhou mabtech,taizhou mabtech,1,PHASE1,0,0.26075,0.4905,0.802,0.3,0.0,0.4660125,0
NCT06772792,A Study to Evaluate the Drug-Drug Interaction Between Enlicitide Decanoate (MK-0616) and Alendronate in Healthy Adult Participants (MK-0616-027),Merck Sharp & Dohme LLC,INDUSTRY,,0,PHASE1,INTERVENTIONAL,36.0,2024-04-23,COMPLETED,Healthy,1,merck,merck,35,PHASE1,0,0.26075,0.252,0.20699999999999996,0.3,0.0,0.23391249999999997,0
NCT02794636,Interferon Toxicities in Melanoma Treatment,Bristol-Myers Squibb,INDUSTRY,,0,,OBSERVATIONAL,436.0,2014-05,COMPLETED,Stage III Melanoma,0,bms,bms,28,NA,0,0.03475,0.83025,0.25275000000000003,0.4,0.0,0.24365,0
NCT04147936,Study of the Safety and Tolerability of AXA1665 in Subjects With Mild and Moderate Hepatic Insufficiency,"Axcella Health, Inc",INDUSTRY,,0,,INTERVENTIONAL,60.0,2019-03-30,COMPLETED,Hepatic Insufficiency,11,axcella,axcella,1,NA,0,0.70025,0.388,0.802,0.4,0.0,0.6245875000000001,0
NCT03669965,KRT-232 Compared to Ruxolitinib in Patients With Phlebotomy-Dependent Polycythemia Vera,"Kartos Therapeutics, Inc.",INDUSTRY,,0,PHASE2,INTERVENTIONAL,20.0,2019-01-15,ACTIVE_NOT_RECRUITING,Polycythemia Vera,16,kartos,kartos,1,PHASE2,0,0.75725,0.118,0.802,0.6,0.0,0.6475375,0
NCT06165965,"To Evaluate the Safety and Pharmacokinetic Characteristics After the Administration of JT-001, JT-002 and JLP-2008","Jeil Pharmaceutical Co., Ltd.",INDUSTRY,,0,PHASE1,INTERVENTIONAL,48.0,2022-05-03,COMPLETED,Healthy Adult,1,jeil,jeil,1,PHASE1,0,0.26075,0.32175,0.802,0.3,0.0,0.44913749999999997,0
NCT03261167,A Phase III Study to Evaluate the Efficacy and Safety of GSK1358820 in Subjects With Post-stroke Upper Limb Spasticity,GlaxoSmithKline,INDUSTRY,,0,PHASE3,INTERVENTIONAL,124.0,2017-08-02,COMPLETED,"Spasticity, Post-Stroke",38,gsk,gsk,76,PHASE3,0,0.8675,0.576,0.060250000000000026,1.0,0.0,0.5323125,0
NCT01421667,A Study of Brentuximab Vedotin in Relapsed or Refractory Non-Hodgkin Lymphoma,Seagen Inc.,INDUSTRY,,0,PHASE2,INTERVENTIONAL,176.0,2011-08,COMPLETED,"Lymphoma, B-Cell; Lymphoma, Large B-Cell, Diffuse; Lymphoma, Non-Hodgkin; Lymphoma, T-Cell",34,pfizer,pfizer,58,PHASE2,1,0.85175,0.64325,0.09375,0.6,1.0,0.53525,0
NCT00646867,"Effect of Tetrix on Alleviation of Burning,Itching Associated With Lesions of Contact Dermatitis","Coria Laboratories, Ltd.",INDUSTRY,,0,,INTERVENTIONAL,44.0,2008-02,COMPLETED,Contact Dermatitis,1,coria,coria,2,NA,0,0.26075,0.303,0.5527500000000001,0.4,0.0,0.375025,0
NCT01538667,"Study to Characterize Lung Deposition, Pharmacokinetics, Safety and Tolerability of Single Inhalations of Radiolabeled Ciprofloxacin Dry Powder in Healthy Subjects and Patients With Chronic Lung Diseases",Bayer,INDUSTRY,,0,PHASE1,INTERVENTIONAL,24.0,2012-04,COMPLETED,Respiratory System,1,bayer,bayer,30,PHASE1,0,0.26075,0.15325,0.23075,0.3,0.0,0.23235,0
NCT05044767,Study to Evaluate the Performance and Safety of ATF Implants and Lapé Médical Devices Implanted During Hip Arthroplasty,ATF Implants,INDUSTRY,,0,,OBSERVATIONAL,4500.0,2021-06-07,RECRUITING,"Arthroplasty, Hip, Replacement",13,atf implants,atf implants,1,NA,0,0.7295,0.9825,0.802,0.4,0.0,0.694275,0
NCT05336071,The Relative Bioavailability of INS068 Injection With Two Different Formulations in Healthy Subjects,"Jiangsu HengRui Medicine Co., Ltd.",INDUSTRY,,0,PHASE1,INTERVENTIONAL,24.0,2022-05-12,COMPLETED,Diabetes Mellitus,1,jiangsu hengrui medicine,jiangsu hengrui medicine,7,PHASE1,0,0.26075,0.15325,0.38425,0.3,0.0,0.28607499999999997,0
NCT05748171,A Study to Learn More About the Study Medicine Called Inotuzumab Ozogamicin (InO) in Children (1 to <18 Years) With First Relapse ALL,Pfizer,INDUSTRY,,0,PHASE2,INTERVENTIONAL,100.0,2023-05-17,RECRUITING,ACUTE LYMPHOBLASTIC LEUKEMIA,67,pfizer,pfizer,58,PHASE2,1,0.92725,0.5205,0.09375,0.6,1.0,0.5494,0
NCT01555944,Prospective Observational Study in Patients With Metastatic Breast Cancer Treated With Anthracyclines,Teva Pharma,INDUSTRY,,0,,OBSERVATIONAL,60.0,2012-02,COMPLETED,Metastatic Breast Cancer,24,teva,teva,3,NA,0,0.80925,0.388,0.47650000000000003,0.4,0.0,0.5488124999999999,0
NCT02345044,A Study to Evaluate Efficacy and Safety of CS-3150 in Japanese Hypertensive Subjects,Daiichi Sankyo,INDUSTRY,,0,PHASE2,INTERVENTIONAL,426.0,2015-01,COMPLETED,Essential Hypertension,1,daiichi sankyo,daiichi sankyo,10,PHASE2,0,0.26075,0.828,0.32825000000000004,0.6,0.0,0.37895,0
NCT06649344,A Study of HRS9531 Versus Semaglutide Once Weekly as Add-on Therapy to Metformin Monotherapy or in Combination With SGLT2 Inhibitors in Participants With Type 2 Diabetes,"Fujian Shengdi Pharmaceutical Co., Ltd.",INDUSTRY,,0,PHASE3,INTERVENTIONAL,884.0,2024-10-31,COMPLETED,Type 2 Diabetes,1,fujian shengdi,fujian shengdi,2,PHASE3,0,0.26075,0.9165,0.5527500000000001,1.0,0.0,0.526375,0
NCT03539744,A Study Designed to Evaluate the Safety and Efficacy of Venetoclax Plus Dexamethasone (VenDex) Compared With Pomalidomide Plus Dexamethasone (PomDex) in Participants With t(11;14)-Positive Relapsed or Refractory Multiple Myeloma.,AbbVie,INDUSTRY,Roche-Genentech,1,PHASE3,INTERVENTIONAL,265.0,2018-10-22,ACTIVE_NOT_RECRUITING,Multiple Myeloma,180,abbvie,abbvie,25,PHASE3,0,0.985,0.73975,0.27225,1.0,0.0,0.6640125,0
NCT00140634,The Objectives of the Cartilage Repair Registry is to Report Long Term Efficacy and Safety of Cartilage Repair Procedures in Registry Patients,Vericel Corporation,INDUSTRY,,0,,OBSERVATIONAL,2233.0,1995-03,COMPLETED,Articular Cartilage; Cartilage Diseases,1,vericel,vericel,1,NA,0,0.26075,0.9695,0.802,0.4,0.0,0.5289125,0
NCT04589234,Saltikva for Metastatic Pancreatic Cancer,Salspera LLC,INDUSTRY,,0,PHASE2,INTERVENTIONAL,60.0,2020-10-20,ACTIVE_NOT_RECRUITING,Metastatic Pancreatic Cancer,1,salspera,salspera,1,PHASE2,0,0.26075,0.388,0.802,0.6,0.0,0.5007625,0
NCT01181934,"The Effect of Nicotine on Arousal, Cognition and Social Cognition in Young and Elderly Healthy Subjects.","Janssen Pharmaceutica N.V., Belgium",INDUSTRY,Agentschap voor Innovatie door Wetenschap en Technologie,1,EARLY_PHASE1,INTERVENTIONAL,32.0,2010-05,COMPLETED,Schizophrenia; Cognition Disorders,0,janssen pharmaceutica n v belgium,janssen pharmaceutica n v belgium,2,EARLY_PHASE1,0,0.03475,0.22675,0.5527500000000001,0.4,0.0,0.2883,0
NCT04048564,Observational Study on CML Patients in Any Phase of the Disease Treated With Ponatinib (Iclusig®),Incyte BioSciences France,INDUSTRY,,0,,OBSERVATIONAL,120.0,2018-02-23,COMPLETED,Chronic Myeloid Leukemia,40,incyte biosciences france,incyte biosciences france,1,NA,1,0.8735,0.5675,0.802,0.4,1.0,0.7531750000000001,0
NCT05587764,Tempus Pro Monitor Registry,Philips Clinical & Medical Affairs Global,INDUSTRY,"North American Science Associates, LLC",1,,OBSERVATIONAL,103.0,2024-04-25,COMPLETED,Sudden Cardiac Arrest; Emergency Care,1,philips clinical and medical affairs global,philips clinical and medical affairs global,1,NA,0,0.26075,0.53275,0.802,0.4,0.0,0.4852375,0
NCT05131464,The Study of CM310 in Patients With Chronic Rhinosinusitis With Nasal Polyps,Keymed Biosciences Co.Ltd,INDUSTRY,,0,PHASE2,INTERVENTIONAL,46.0,2021-11-30,COMPLETED,Chronic Rhinosinusitis With Nasal Polyps,3,keymed,keymed,1,PHASE2,0,0.531,0.31175,0.802,0.6,0.0,0.5877249999999999,0
NCT04373564,Effect on Body Movement and Mental Skills in Patients Who Received Gadolinium-based Contrast Media for Magnetic Resonance Examination Multiple Times Within 5 Years,Guerbet,INDUSTRY,Bayer AG (Sponsor); Bracco (Sponsor); GEHC (Sponsor),3,PHASE4,INTERVENTIONAL,2076.0,2021-03-24,RECRUITING,Motor Function; Cognitive Function; Contrast Media,51,guerbet,guerbet,1,PHASE4,0,0.90125,0.9675,0.802,0.5,0.0,0.7678875,0
NCT00888264,A NIS Evaluating the Treatment Patterns of Atypical Antipsychotics in Patients Diagnosed With Bipolar I or II Disorder,AstraZeneca,INDUSTRY,,0,,OBSERVATIONAL,152.0,2009-05,COMPLETED,Bipolar Disorders,45,astrazeneca,astrazeneca,83,NA,0,0.88625,0.6155,0.020499999999999963,0.4,0.0,0.4389124999999999,0
NCT04943809,Comparison of Visual Outcomes After Implantation of the POD FT and the POD F,"Beaver-Visitec International, Inc.",INDUSTRY,,0,,OBSERVATIONAL,63.0,2014-07-16,COMPLETED,Cataract,1,beaver visitec,beaver visitec,3,NA,0,0.26075,0.4045,0.47650000000000003,0.4,0.0,0.3584875,0
NCT01179334,Evaluation of the Pharmacodynamic Effect of the Combination of Sildenafil and Riociguat on Blood Pressure and Other Safety Parameters.,Bayer,INDUSTRY,,0,PHASE2,INTERVENTIONAL,18.0,2010-08,COMPLETED,Pulmonary Hypertension,25,bayer,bayer,30,PHASE2,0,0.81525,0.10075,0.23075,0.6,0.0,0.466175,0
NCT01767532,Bioequivalence Study of Cephalexin Suspension 125,GlaxoSmithKline,INDUSTRY,,0,PHASE1,INTERVENTIONAL,28.0,2011-01-30,COMPLETED,"Infections, Respiratory Tract",0,gsk,gsk,76,PHASE1,0,0.03475,0.18275,0.060250000000000026,0.3,0.0,0.096525,0
NCT07111832,A Clinical Trial of SHR-A1811 in the Treatment of Triple-negative Breast Cancer,"Suzhou Suncadia Biopharmaceuticals Co., Ltd.",INDUSTRY,,0,PHASE3,INTERVENTIONAL,400.0,2025-08-20,RECRUITING,PD-L1-positive Locally Recurrent Unresectable or Metastatic Triple-negative Breast Cancer,2,suzhou suncadia,suzhou suncadia,3,PHASE3,0,0.4805,0.8135,0.47650000000000003,1.0,0.0,0.5663,0
NCT02034032,Regenexx™ SD Versus Exercise Therapy for Treatment of Knee Osteoarthritis With Historical Comparison to TKA,"Regenexx, LLC",INDUSTRY,,0,,INTERVENTIONAL,48.0,2014-01,COMPLETED,Knee Osteoarthritis,1,regenexx,regenexx,1,NA,0,0.26075,0.32175,0.802,0.4,0.0,0.4641375,0
NCT07184632,A Research Study on How Well Different Doses of the Medicine NNC0662-0419 Help People Living With Overweight or Obesity,Novo Nordisk A/S,INDUSTRY,,0,PHASE2,INTERVENTIONAL,224.0,2025-10-01,ACTIVE_NOT_RECRUITING,Overweight; Obesity,2,novo nordisk,novo nordisk,30,PHASE2,0,0.4805,0.70275,0.23075,0.6,0.0,0.4092125,0
NCT05282732,"Retrospective Analysis of Performance and Treatment Data Collected for Genius SleddFlux Filter, Ultraflux AV 600 S Filter & Genius 90 Concentrates in Haemodialysis Patients",Fresenius Medical Care Deutschland GmbH,INDUSTRY,Alcedis GmbH,1,,OBSERVATIONAL,100.0,2022-10-07,RECRUITING,Renal Failure; End Stage Renal Disease; Acute Renal Failure,2,fresenius medical care deutschland,fresenius medical care deutschland,1,NA,0,0.4805,0.5205,0.802,0.4,0.0,0.5609250000000001,0
NCT04966832,"Safety, Tolerability and Pharmacokinetics of XW10508 Immediate and Modified Release Formulations in Healthy Adults",XWPharma,INDUSTRY,,0,PHASE1,INTERVENTIONAL,84.0,2021-07-13,COMPLETED,Healthy Volunteers,1,xwpharma,xwpharma,1,PHASE1,0,0.26075,0.4725,0.802,0.3,0.0,0.4642125,0
NCT07107932,A Registry： Siltartoxatug Injection for Tetanus Prophylaxis Following Injury,"Zhuhai Trinomab Pharmaceutical Co., Ltd.",INDUSTRY,,0,,OBSERVATIONAL,10000.0,2025-07-31,RECRUITING,Tetanus,4,zhuhai trinomab,zhuhai trinomab,2,NA,0,0.5685,0.98975,0.5527500000000001,0.4,0.0,0.5514125000000001,0
NCT03480698,Cerebrolysin REGistry Study in Stroke - a High-quality Observational Study of Comparative Effectiveness,Ever Neuro Pharma GmbH,INDUSTRY,IDV Data analysis and study planning Dr. Rahlfs,1,,OBSERVATIONAL,1851.0,2018-04-24,COMPLETED,Acute Ischemic Stroke,8,ever neuro,ever neuro,1,NA,0,0.657,0.962,0.802,0.4,0.0,0.6668499999999999,0
NCT01229098,Effect of LEO 80185 Gel on the HPA Axis and Calcium Metabolism in Subjects With Extensive Psoriasis Vulgaris,LEO Pharma,INDUSTRY,,0,PHASE2,INTERVENTIONAL,102.0,2010-10,COMPLETED,Psoriasis Vulgaris,10,leo pharma,leo pharma,8,PHASE2,0,0.68375,0.53075,0.36575,0.6,0.0,0.5104,0
NCT03276663,Growth of Healthy Term Infants Fed a Partially Hydrolyzed Follow-up Formula,Société des Produits Nestlé (SPN),INDUSTRY,Biofortis Mérieux NutriSciences,1,,INTERVENTIONAL,194.0,2017-09-18,COMPLETED,Growth,6,société des produits nestlé spn,société des produits nestlé spn,5,NA,0,0.62275,0.6685,0.41425,0.4,0.0,0.4898,0
NCT00174863,Evaluation of SR 31747A Versus Placebo in Androgen-Independent Non Metastatic Prostate Cancer,Sanofi,INDUSTRY,,0,PHASE2,INTERVENTIONAL,232.0,2003-10,COMPLETED,Prostatic Neoplasm,13,sanofi,sanofi,21,PHASE2,0,0.7295,0.71025,0.29000000000000004,0.6,0.0,0.51785,0
NCT05784363,A Study of NT 201 in the Treatment of Enlarged Pores and Excessive Sebum Production in the Face,"Merz North America, Inc.",INDUSTRY,,0,PHASE1,INTERVENTIONAL,31.0,2022-10-27,COMPLETED,Enlarged Pores; Sebum Production,3,merz north america,merz north america,2,PHASE1,0,0.531,0.22,0.5527500000000001,0.3,0.0,0.44631249999999995,0
NCT00848887,A Dose Ranging Study Comparing Different Combinations of Adjuvanted and Non-adjuvanted Influenza Vaccines in Healthy Children 6 to <36 Months of Age,Novartis,INDUSTRY,Novartis Vaccines,1,PHASE1,INTERVENTIONAL,410.0,2008-10,COMPLETED,Influenza,1,novartis,novartis,53,PHASE1,0,0.26075,0.8225,0.12150000000000005,0.3,0.0,0.2610375,0
NCT03951987,Investigation How CG5503 is Taken up and Excreted From the Body After 2 Minutes Intravenous Infusion With and Without Oral Co-administration of Charcoal,Grünenthal GmbH,INDUSTRY,,0,PHASE1,INTERVENTIONAL,14.0,2004-02,COMPLETED,Pharmacokinetic,1,grünenthal,grünenthal,3,PHASE1,0,0.26075,0.07425,0.47650000000000003,0.3,0.0,0.3104625,0
NCT05106387,An Observational Extension Study for Adult Patients Treated in Study R5459-RT-1944 Who Receive a Kidney Transplant,Regeneron Pharmaceuticals,INDUSTRY,,0,,OBSERVATIONAL,20.0,2023-10-19,RECRUITING,Chronic Kidney Disease (CKD),9,regeneron,regeneron,8,NA,0,0.66975,0.118,0.36575,0.4,0.0,0.43422499999999997,0
NCT01957787,Study of Cryoablation for Metastatic Lung Tumors,Boston Scientific Corporation,INDUSTRY,,0,,INTERVENTIONAL,131.0,2014-04-10,COMPLETED,Neoplasm Metastasis,10,boston scientific,boston scientific,11,NA,0,0.68375,0.5895,0.32025000000000003,0.4,0.0,0.47035,0
NCT02223832,"Study to Evaluate the Pharmacokinetics, Tolerability, and Safety of ACT-128800 in Japanese and Caucasian Healthy Male and Female Subjects",Actelion,INDUSTRY,,0,PHASE1,INTERVENTIONAL,20.0,2009-02,COMPLETED,Healthy,1,actelion,actelion,4,PHASE1,0,0.26075,0.118,0.43674999999999997,0.3,0.0,0.30092499999999994,0
NCT06668532,Longitudinal Well-Being Study,"Flourish Science, Inc.",INDUSTRY,,0,,INTERVENTIONAL,1137.0,2025-05-05,COMPLETED,Healthy,1,flourish,flourish,1,NA,0,0.26075,0.939,0.802,0.4,0.0,0.5258624999999999,0
NCT03490032,68Ga-PSMA-R2 in Patients With Biochemical Relapse (BR) and Metastatic Prostate Cancer (mPCa),Advanced Accelerator Applications,INDUSTRY,,0,PHASE1; PHASE2,INTERVENTIONAL,30.0,2018-05-23,COMPLETED,Prostate Cancer Metastatic,5,advanced accelerator applications,advanced accelerator applications,1,PHASE1,0,0.59925,0.205,0.802,0.3,0.0,0.5559375,0
NCT02759198,A Clinical Trial of YH23537 in Patients With Knee Osteoarthritis,Yuhan Corporation,INDUSTRY,,0,PHASE2,INTERVENTIONAL,456.0,2016-05-02,COMPLETED,Knee Osteoarthritis,1,yuhan,yuhan,2,PHASE2,0,0.26075,0.8405,0.5527500000000001,0.6,0.0,0.45877499999999993,0
NCT01284998,Short Term Follow-up of Patent Implanted With the B-BOP Lock Plate,Integra LifeSciences Services,INDUSTRY,,0,,OBSERVATIONAL,85.0,2009-06,COMPLETED,Hallux Valgus; Hallux Varus; Vicious Callus on M1,3,integra lifesciences services,integra lifesciences services,1,NA,0,0.531,0.476,0.802,0.4,0.0,0.5741499999999999,0
NCT03178487,A Study Evaluating the Safety and Efficacy of Upadacitinib in Adults With Active Ankylosing Spondylitis,AbbVie,INDUSTRY,,0,PHASE2,INTERVENTIONAL,187.0,2017-10-24,COMPLETED,Ankylosing Spondylitis (AS),101,abbvie,abbvie,25,PHASE2,0,0.959,0.659,0.27225,0.6,0.0,0.5868374999999999,0
NCT06115993,A Study to Evaluate the Safety and Efficacy of AHB-137 in Healthy Participants and HBeAg-negative Chronic Hepatitis B (CHB) Patients,"Ausper Biopharma Co., Ltd.",INDUSTRY,,0,PHASE1; PHASE2,INTERVENTIONAL,129.0,2023-08-03,COMPLETED,"Hepatitis B, Chronic",3,ausper,ausper,2,PHASE1,0,0.531,0.5845,0.5527500000000001,0.3,0.0,0.4827625,0
NCT02284893,Study to Evaluate the Efficacy and Safety of Saxagliptin Co-administered With Dapagliflozin in Combination With Metformin Compared to Sitagliptin in Combination With Metformin in Adult Patients With Type 2 Diabetes Who Have Inadequate Glycemic Control on Metformin Therapy Alone,AstraZeneca,INDUSTRY,,0,PHASE3,INTERVENTIONAL,461.0,2014-09-09,COMPLETED,Type 2 Diabetes,79,astrazeneca,astrazeneca,83,PHASE3,0,0.94075,0.842,0.020499999999999963,1.0,0.0,0.5706374999999999,0
NCT05567393,A Study of TAK-951 in Healthy Adults,Takeda,INDUSTRY,,0,PHASE1,INTERVENTIONAL,128.0,2019-03-07,COMPLETED,Healthy Volunteers,1,takeda,takeda,25,PHASE1,0,0.26075,0.5825,0.27225,0.3,0.0,0.2898,0
NCT02447393,Phase 1 Study of Levocetirizine,GlaxoSmithKline,INDUSTRY,,0,PHASE1,INTERVENTIONAL,20.0,2008-03-18,COMPLETED,Dermatitis,1,gsk,gsk,76,PHASE1,0,0.26075,0.118,0.060250000000000026,0.3,0.0,0.16915,0
NCT02280421,Drug-Drug Interaction Study: ASP2151 and Ciclosporin,Maruho Europe Limited,INDUSTRY,,0,PHASE1,INTERVENTIONAL,26.0,2014-10,COMPLETED,Healthy,1,maruho europe,maruho europe,1,PHASE1,0,0.26075,0.1705,0.802,0.3,0.0,0.43401249999999997,0
NCT00647621,Steady-State Study of Extended Phenytoin Sodium Capsules 100 mg and Dilantin® Kapseals® 100 mg,Mylan Pharmaceuticals Inc,INDUSTRY,,0,PHASE1,INTERVENTIONAL,72.0,2005-10,COMPLETED,Healthy,1,mylan,mylan,5,PHASE1,0,0.26075,0.43175,0.41425,0.3,0.0,0.32442499999999996,0
NCT00763321,Study to Evaluate the Safety and Efficacy of ABT-712 in Subjects With Moderate to Severe Chronic Low Back Pain (CLBP),"AbbVie (prior sponsor, Abbott)",INDUSTRY,,0,PHASE3,INTERVENTIONAL,287.0,2008-09,COMPLETED,Chronic Low Back Pain,31,abbvie prior sponsor abbott,abbvie prior sponsor abbott,9,PHASE3,0,0.841,0.7515,0.34424999999999994,1.0,0.0,0.6399874999999999,0
NCT01350921,Evaluation of the Drug-drug Interaction Between Ticagrelor and Venlafaxine When Taken Together in Healthy Volunteers,AstraZeneca,INDUSTRY,,0,PHASE1,INTERVENTIONAL,22.0,2011-05,COMPLETED,Drug Drug Interaction,2,astrazeneca,astrazeneca,83,PHASE1,0,0.4805,0.13725,0.020499999999999963,0.3,0.0,0.23407499999999998,0
NCT02172521,Effect of Spiriva® 18 Microgram on Health-related Quality of Life and Physical Functioning in Patients With Chronic Obstructive Pulmonary Disease (COPD) and Proven Hyperinflation,Boehringer Ingelheim,INDUSTRY,,0,,OBSERVATIONAL,1536.0,2006-01,COMPLETED,"Pulmonary Disease, Chronic Obstructive",0,boehringer,boehringer,44,NA,0,0.03475,0.9555,0.14575000000000005,0.4,0.0,0.21872500000000003,0
NCT01472614,Efficacy and Safety of Add-on Therapy With DLBS3233 in Patients With Type-2 Diabetes Mellitus,Dexa Medica Group,INDUSTRY,,0,PHASE3,INTERVENTIONAL,54.0,2011-09,COMPLETED,Type-2 Diabetes Mellitus,2,dexa medica,dexa medica,1,PHASE3,0,0.4805,0.3575,0.802,1.0,0.0,0.634625,0
NCT05579314,XW014 in Healthy Subjects and Patients With Type 2 Diabetes Mellitus (T2DM),"Sciwind Biosciences USA Co., Ltd.",INDUSTRY,,0,PHASE1,INTERVENTIONAL,127.0,2022-09-26,COMPLETED,Type 2 Diabetes Mellitus,3,sciwind,sciwind,1,PHASE1,0,0.531,0.5805,0.802,0.3,0.0,0.5696,0
NCT03690414,"Evaluation of Short Term Use of Experimental Eye Drops BHVI2, 0.02% Atropine and BHVI2 Plus 0.02% Atropine Eye Drops",Hai Yen Eye Care,INDUSTRY,Brien Holden Vision,1,PHASE1,INTERVENTIONAL,52.0,2018-10-01,COMPLETED,Myopia,1,hai yen eye care,hai yen eye care,1,PHASE1,0,0.26075,0.3495,0.802,0.3,0.0,0.4519125,0
NCT01917916,Single Rising Doses of BI 655064 in Healthy Chinese and Japanese Male Volunteers,Boehringer Ingelheim,INDUSTRY,,0,PHASE1,INTERVENTIONAL,64.0,2013-08-05,COMPLETED,Healthy,2,boehringer,boehringer,44,PHASE1,0,0.4805,0.4085,0.14575000000000005,0.3,0.0,0.3050375,0
NCT06552416,Safety of MT-401-OTS in Patients With Relapsed AML or MDS,"Marker Therapeutics, Inc.",INDUSTRY,University of Kansas Medical Center; H. Lee Moffitt Cancer Center and Research Institute; City of Hope National Medical Center; FDA Office of Orphan Products Development,4,PHASE1,INTERVENTIONAL,40.0,2025-06-16,RECRUITING,"Acute Myeloid Leukemia, in Relapse; MDS",3,marker,marker,1,PHASE1,1,0.531,0.279,0.802,0.3,1.0,0.58945,0
NCT03563716,A Study of Tiragolumab in Combination With Atezolizumab in Chemotherapy-Naïve Patients With Locally Advanced or Metastatic Non-Small Cell Lung Cancer,"Genentech, Inc.",INDUSTRY,,0,PHASE2,INTERVENTIONAL,135.0,2018-08-10,COMPLETED,Non-small Cell Lung Cancer,40,roche,roche,43,PHASE2,0,0.8735,0.59425,0.16749999999999998,0.6,0.0,0.513775,0
