nct_id,title,sponsor_name,sponsor_class,collaborators,n_collaborators,phase,study_type,enrollment,start_date,overall_status,conditions,n_sites,sponsor_clean,sponsor_final,sponsor_trial_count,phase_simple,complex_ta,c_sites,c_enroll,c_smallspon,c_latephase,c_complex,outsourcing_score,known_cro
NCT02593383,Compound Adapalene and Clindamycin Hydrochloride Gel in Treatment of Patients With Acne,Lee's Pharmaceutical Limited,INDUSTRY,,0,PHASE1; PHASE2,INTERVENTIONAL,245.0,2015-03-01,COMPLETED,Acne,1,lee s,lee s,1,PHASE1,0,0.26075,0.7195,0.802,0.3,0.0,0.48891249999999997,0
NCT06155383,Perioperative Disitamab Vedotin Plus Toripalimab and XELOX in Gastric or Gastroesophageal Junction Adenocarcinoma.,"RemeGen Co., Ltd.",INDUSTRY,,0,PHASE2,INTERVENTIONAL,90.0,2023-11-27,RECRUITING,Gastric Cancer; Gastroesophageal Junction Adenocarcinoma,11,remegen,remegen,3,PHASE2,1,0.70025,0.4905,0.47650000000000003,0.6,1.0,0.6009125000000001,0
NCT00929383,An International Registry of the Wingspan™ Stent System for the Treatment of Intracranial Atherosclerotic Stenosis,Stryker Neurovascular,INDUSTRY,,0,,OBSERVATIONAL,82.0,2009-02,COMPLETED,Intracranial Atherosclerosis,19,stryker neurovascular,stryker neurovascular,2,NA,0,0.782,0.4665,0.5527500000000001,0.4,0.0,0.5738125000000001,0
NCT03188783,"A Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of GDC-0853 in Healthy Japanese and Caucasian Participants",Hoffmann-La Roche,INDUSTRY,,0,PHASE1,INTERVENTIONAL,32.0,2017-01-24,COMPLETED,Healthy Volunteer,1,roche,roche,43,PHASE1,0,0.26075,0.22675,0.16749999999999998,0.3,0.0,0.2175625,0
NCT07364383,Probiotics for Women,Cultech Ltd,INDUSTRY,,0,,INTERVENTIONAL,40.0,2026-01-22,COMPLETED,Probiotic; Microbiome; Wellbeing,1,cultech,cultech,1,NA,0,0.26075,0.279,0.802,0.4,0.0,0.4598625,0
NCT05322941,Effect of AEF0117 on Treatment-seeking Patients With Cannabis Use Disorder (CUD),Aelis Farma,INDUSTRY,,0,PHASE2,INTERVENTIONAL,333.0,2022-05-06,COMPLETED,Marijuana Abuse,11,aelis farma,aelis farma,2,PHASE2,0,0.70025,0.781,0.5527500000000001,0.6,0.0,0.6066499999999999,0
NCT07140341,"A Clinical Study to Assess the Effectiveness of ENO Lime in Participants With Ajeerna Vyadhi (Acidity, Acid Indigestion, Indigestion, and Associated Nausea)",HALEON,INDUSTRY,,0,PHASE3,INTERVENTIONAL,40.0,2025-08-20,COMPLETED,Indigestion Acid; Indigestion; Nausea,3,haleon,haleon,1,PHASE3,0,0.531,0.279,0.802,1.0,0.0,0.64445,0
NCT07023354,A Study to Test How BI 1291583 is Taken up in the Blood of People With and Without Liver Problems,Boehringer Ingelheim,INDUSTRY,,0,PHASE1,INTERVENTIONAL,32.0,2025-07-17,RECRUITING,Healthy; Hepatic Impairment,4,boehringer,boehringer,44,PHASE1,0,0.5685,0.22675,0.14575000000000005,0.3,0.0,0.3176625,0
NCT02547454,An Observational Study to Evaluate the Effectiveness of Mircera Treatment for Renal Anemia in Pre-dialysis Participants With Chronic Kideny Disease (CKD),Hoffmann-La Roche,INDUSTRY,,0,,OBSERVATIONAL,393.0,2008-12-31,COMPLETED,"Kidney Disease, Chronic",12,roche,roche,43,NA,0,0.716,0.8095,0.16749999999999998,0.4,0.0,0.450175,0
NCT04772105,Study of Two Multiple Intravitreal Doses of BAT5906 for Safety and Efficacy in Patients With Diabetic Macular Edema,Bio-Thera Solutions,INDUSTRY,,0,PHASE1; PHASE2,INTERVENTIONAL,60.0,2020-10-16,COMPLETED,Diabetic Macular Edema,19,bio thera solutions,bio thera solutions,2,PHASE1,0,0.782,0.388,0.5527500000000001,0.3,0.0,0.5509625,0
NCT02477605,Clinical Comparison of 27+® and 23-gauge ULTRAVIT® 7500 Cpm Vitrectomy Outcomes,Alcon Research,INDUSTRY,,0,,INTERVENTIONAL,137.0,2015-07-16,COMPLETED,Vitreoretinal Disease,1,alcon,alcon,11,NA,0,0.26075,0.5965,0.32025000000000003,0.4,0.0,0.323,0
NCT02805205,PEG-rhG-CSF in Patients With Breast Cancer Receiving Chemotherapy to Prevent Neutropenia,"CSPC Baike (Shandong) Biopharmaceutical Co., Ltd.",INDUSTRY,,0,PHASE4,INTERVENTIONAL,484.0,2013-04,COMPLETED,Breast Cancer,0,cspc baike shandong biopharmaceutical,cspc baike shandong biopharmaceutical,2,PHASE4,0,0.03475,0.8535,0.5527500000000001,0.5,0.0,0.365975,0
NCT00142805,Tricaprilin in Mild to Moderate Alzheimer's Disease,Cerecin,INDUSTRY,,0,PHASE2,INTERVENTIONAL,152.0,2004-11-04,COMPLETED,Alzheimer's Disease,25,cerecin,cerecin,1,PHASE2,0,0.81525,0.6155,0.802,0.6,0.0,0.7175874999999999,0
NCT04883905,"ELEVATE, a Registry of Patients With Acute Hepatic Porphyria (AHP)",Alnylam Pharmaceuticals,INDUSTRY,,0,,OBSERVATIONAL,150.0,2021-04-26,RECRUITING,Acute Hepatic Porphyria,30,alnylam,alnylam,3,NA,0,0.83575,0.61025,0.47650000000000003,0.4,0.0,0.5803125,0
NCT02950805,"A Study to Assess the Effect of AZD5634 on Mucociliary Clearance, Safety, Tolerability and Pharmacokinetic Parameters in Patients With Cystic Fibrosis",AstraZeneca,INDUSTRY,Parexel,1,PHASE1,INTERVENTIONAL,9.0,2017-05-30,COMPLETED,Pulmonary/Respiratory Diseases,3,astrazeneca,astrazeneca,83,PHASE1,0,0.531,0.03425,0.020499999999999963,0.3,0.0,0.24145,1
NCT00246194,Observational Study in Patients With Schizophrenia Treated With Long-Acting Risperidone Injection (RISPERDAL CONSTA),"Janssen, LP",INDUSTRY,,0,,OBSERVATIONAL,532.0,2004-09,COMPLETED,Schizophrenia,1,johnson and johnson,johnson and johnson,4,NA,0,0.26075,0.8655,0.43674999999999997,0.4,0.0,0.39067499999999994,0
NCT01098266,NGR015: Study in Second Line for Patient With Advanced Malignant Pleural Mesothelioma Pretreated With Pemetrexed,AGC Biologics S.p.A.,INDUSTRY,,0,PHASE3,INTERVENTIONAL,400.0,2010-04-12,COMPLETED,Malignant Pleural Mesothelioma,49,agc biologics s p a,agc biologics s p a,2,PHASE3,0,0.8965,0.8135,0.5527500000000001,1.0,0.0,0.7385875,0
NCT06091254,A Trial to Learn if Odronextamab is Safe and Well-Tolerated and How Well it Works Compared to Rituximab Combined With Different Types of Chemotherapy for Adult Participants With Previously Untreated Follicular Lymphoma,Regeneron Pharmaceuticals,INDUSTRY,,0,PHASE3,INTERVENTIONAL,822.0,2023-12-12,RECRUITING,Follicular Lymphoma (FL),190,regeneron,regeneron,8,PHASE3,1,0.9875,0.913,0.36575,1.0,1.0,0.7649375,0
NCT06286956,Rectal Tumor Resection Using the UNI-VEC Multichannel Transanal Access Device,"Vecmedical Spain, S.L.",INDUSTRY,,0,,INTERVENTIONAL,40.0,2021-04-19,ACTIVE_NOT_RECRUITING,Rectal Polyp; Rectal Polyps; Rectal Lesion; Sessile Colonic Polyp; Pedunculated Colorectal Polyps,11,vecmedical spain s l,vecmedical spain s l,1,NA,0,0.70025,0.279,0.802,0.4,0.0,0.6136874999999999,0
NCT01519856,PIRLONG-PD Safety and Efficacy of Piribedil in Parkinson's Disease During Long Term Therapy,Desitin Arzneimittel GmbH,INDUSTRY,,0,,OBSERVATIONAL,908.0,2009-06,COMPLETED,Parkinson's Disease,1,desitin arzneimittel,desitin arzneimittel,1,NA,0,0.26075,0.9215,0.802,0.4,0.0,0.5241125,0
NCT06948422,A Master Protocol for Orforglipron (LY3502970) in Participants With Hypertension and Obesity or Overweight: (ATTAIN-Hypertension Screening),Eli Lilly and Company,INDUSTRY,,0,PHASE3,INTERVENTIONAL,974.0,2025-04-30,ACTIVE_NOT_RECRUITING,Hypertension,100,eli lilly,eli lilly,40,PHASE3,0,0.9585,0.9255,0.18825000000000003,1.0,0.0,0.6439125,0
NCT07116551,"Early Feasibility Study (EFS) of Abbott's Balloon-expandable (BE) TAVI System for the Treatment of Severe, Symptomatic Aortic Stenosis",Abbott Medical Devices,INDUSTRY,,0,,INTERVENTIONAL,11.0,2025-10-30,ACTIVE_NOT_RECRUITING,Symptomatic Severe Aortic Stenosis,5,abbott medical devices,abbott medical devices,13,NA,0,0.59925,0.04825,0.3055,0.4,0.0,0.3814874999999999,0
NCT07455851,A Trial to Study if REGN17372 in Combination With Linvoseltamab is Tolerable for Adult Participants With Relapsed/Refractory Multiple Myeloma,Regeneron Pharmaceuticals,INDUSTRY,,0,PHASE1; PHASE2,INTERVENTIONAL,150.0,2026-03-26,RECRUITING,Relapsed Refractory Multiple Myeloma (RRMM),6,regeneron,regeneron,8,PHASE1,0,0.62275,0.61025,0.36575,0.3,0.0,0.452,0
NCT07158151,A Phase II Trial of the Safety and Efficacy of RSS0309 Ointment in Adults With Atopic Dermatitis,Reistone Biopharma Company Limited,INDUSTRY,,0,PHASE2,INTERVENTIONAL,168.0,2025-09-25,COMPLETED,Atopic Dermatitis of Adults,1,reistone,reistone,1,PHASE2,0,0.26075,0.63575,0.802,0.6,0.0,0.5255375,0
NCT01556451,ZOSTAVAX™ Safety and Immunogenicity in Korean Adults (V211-034),Merck Sharp & Dohme LLC,INDUSTRY,,0,PHASE4,INTERVENTIONAL,180.0,2012-04,COMPLETED,Herpes Zoster; Shingles,0,merck,merck,35,PHASE4,0,0.03475,0.64975,0.20699999999999996,0.5,0.0,0.2245875,0
NCT03479229,Viveve Geneveve Treatment of the Vaginal Introitus to Evaluate Safety and Efficacy,Viveve Inc.,INDUSTRY,,0,,INTERVENTIONAL,250.0,2018-04-20,COMPLETED,Female Sexual Dysfunction,21,viveve,viveve,1,NA,0,0.7945,0.72575,0.802,0.4,0.0,0.6913499999999999,0
NCT02660229,An Interventional Study for Patient With Cancer Pain to Evaluate the Efficacy and Safety of OxyNorm® Compared to Morphine Sulfate Through the IV Continuous Infusion.,Mundipharma Korea Ltd,INDUSTRY,,0,PHASE4,INTERVENTIONAL,66.0,2015-11,COMPLETED,Cancer Pain,1,mundipharma korea,mundipharma korea,2,PHASE4,0,0.26075,0.41625,0.5527500000000001,0.5,0.0,0.40135000000000004,0
NCT01650129,Safety and Efficacy of Biphasic Insulin Aspart 50 in Subjects With Type 2 Diabetes,Novo Nordisk A/S,INDUSTRY,,0,PHASE3,INTERVENTIONAL,83.0,2000-12-13,COMPLETED,"Diabetes; Diabetes Mellitus, Type 2",1,novo nordisk,novo nordisk,30,PHASE3,0,0.26075,0.469,0.23075,1.0,0.0,0.36892499999999995,0
NCT05378529,A Cross-sectional Study of Lipoprotein(a) Levels in Patients With Documented History of Atherosclerotic Cardiovascular Disease (ASCVD),Amgen,INDUSTRY,,0,,INTERVENTIONAL,39480.0,2022-04-19,COMPLETED,Atherosclerotic Cardiovascular Disease,735,amgen,amgen,14,NA,0,0.999,0.994,0.29874999999999996,0.4,0.0,0.6136124999999999,0
NCT07465029,"A Study of Incidence, Treatment Patterns, and Outcomes in Transfusion-dependent Lower-risk Myelodysplastic Syndromes in Spain",Bristol-Myers Squibb,INDUSTRY,,0,,OBSERVATIONAL,1300.0,2026-02-02,ACTIVE_NOT_RECRUITING,Lower-risk Myelodysplastic Syndromes (TD LR-MDS),1,bms,bms,28,NA,0,0.26075,0.945,0.25275000000000003,0.4,0.0,0.334225,0
NCT00389831,"Efficacy, Safety and Tolerability of Rotigotine Nasal Spray for the Acute Treatment of RLS Symptoms",UCB Pharma,INDUSTRY,,0,PHASE2,INTERVENTIONAL,44.0,2006-08,COMPLETED,Restless Legs Syndrome,1,ucb pharma,ucb pharma,8,PHASE2,0,0.26075,0.303,0.36575,0.6,0.0,0.33957499999999996,0
NCT03560531,A Study of ZN-c5 in Subjects With Breast Cancer,Zeno Alpha Inc.,INDUSTRY,,0,PHASE1; PHASE2,INTERVENTIONAL,181.0,2018-11-30,COMPLETED,Breast Cancer,38,zeno alpha,zeno alpha,1,PHASE1,0,0.8675,0.65275,0.802,0.3,0.0,0.6946,0
NCT01685931,A Study of Paliperidone Palmitate in Patients With Schizophrenia Previously Unsuccessfully Treated by Oral Antipsychotics,Xian-Janssen Pharmaceutical Ltd.,INDUSTRY,,0,PHASE4,INTERVENTIONAL,617.0,2012-11,COMPLETED,Schizophrenia,17,xian janssen,xian janssen,1,PHASE4,0,0.76475,0.88425,0.802,0.5,0.0,0.7117875,0
NCT00500331,Dose-Ranging Study in Treatment Naive Type 2 Diabetes Mellitus(T2DM),GlaxoSmithKline,INDUSTRY,,0,PHASE2,INTERVENTIONAL,334.0,2007-01-23,COMPLETED,"Diabetes Mellitus, Type 2",136,gsk,gsk,76,PHASE2,0,0.975,0.782,0.060250000000000026,0.6,0.0,0.5305375,0
NCT03376802,A Clinical Study to Investigate the Effect of SAR425899 on Energy Expenditure in Obese Subjects,Sanofi,INDUSTRY,,0,PHASE1,INTERVENTIONAL,24.0,2018-04-18,COMPLETED,Type 2 Diabetes Mellitus,2,sanofi,sanofi,21,PHASE1,0,0.4805,0.15325,0.29000000000000004,0.3,0.0,0.33,0
NCT03053102,Study of Danicopan in Participants With Paroxysmal Nocturnal Hemoglobinuria (PNH),"Alexion Pharmaceuticals, Inc.",INDUSTRY,"Achillion, a wholly owned subsidiary of Alexion",1,PHASE2,INTERVENTIONAL,10.0,2017-03-31,COMPLETED,Paroxysmal Nocturnal Hemoglobinuria (PNH),5,astrazeneca,astrazeneca,83,PHASE2,0,0.59925,0.04075,0.020499999999999963,0.6,0.0,0.3109875,0
NCT00874237,Staccato Loxapine Thorough QT/QTc Study,Nova Pneuma Inc.,INDUSTRY,Covance,1,PHASE1,INTERVENTIONAL,48.0,2009-04,COMPLETED,Thorough QT/QTc Study,1,nova pneuma,nova pneuma,1,PHASE1,0,0.26075,0.32175,0.802,0.3,0.0,0.44913749999999997,1
NCT03282045,"Efficacy and Safety of the Lysobact Complete Spray®, Tantum Verde® and Pharyngal® Oromucosal Spray in the Treatment of Acute Sore Throat",Bosnalijek D.D,INDUSTRY,MonitorCRO,1,PHASE3,INTERVENTIONAL,346.0,2016-10,COMPLETED,Sore Throat,1,bosnalijek d d,bosnalijek d d,1,PHASE3,0,0.26075,0.789,0.802,1.0,0.0,0.6008625,0
NCT02419872,Study in Patients' With Persistent Asthma and Chronic Obstructive Pulmonary Disease,Teva Pharmaceuticals Europe,INDUSTRY,,0,,OBSERVATIONAL,1743.0,2015-05-31,COMPLETED,Asthma; Chronic Obstructive Pulmonary Disease,141,teva pharmaceuticals europe,teva pharmaceuticals europe,1,NA,0,0.97575,0.959,0.802,0.4,0.0,0.7781125,0
NCT00368472,4-Year Open-Label Extension Phase of the Parallel-Group Study of E2007 in Patients With Refractory Partial Seizures,Eisai Inc.,INDUSTRY,,0,PHASE2,INTERVENTIONAL,138.0,2006-10,COMPLETED,Epilepsy,47,eisai,eisai,7,PHASE2,0,0.8915,0.5985,0.38425,0.6,0.0,0.5963624999999999,0
NCT02366195,Single-arm Trial to Evaluate the Role of the Immune Response to Talimogene Laherparepvec in Unresected Melanoma,Amgen,INDUSTRY,,0,PHASE2,INTERVENTIONAL,112.0,2015-04-07,COMPLETED,Unresected Stage IIIb to IVM1c Melanoma,42,amgen,amgen,14,PHASE2,0,0.88025,0.55325,0.29874999999999996,0.6,0.0,0.5579749999999999,0
NCT03443895,"Multiple Ascending Dose to Study the Safety, Tolerability, PK and PD Effects of AEF0117",Aelis Farma,INDUSTRY,National Institute on Drug Abuse (NIDA),1,PHASE1,INTERVENTIONAL,24.0,2018-01-08,COMPLETED,Healthy Volunteers,1,aelis farma,aelis farma,2,PHASE1,0,0.26075,0.15325,0.5527500000000001,0.3,0.0,0.34504999999999997,0
NCT03408639,Comparing Efficacy and Safety of CinnaGen Beta Erythropoietin (CinnaPoietin®) Versus Eprex® on the Treatment of Anemia in ESRD Hemodialysis Patients,Cinnagen,INDUSTRY,,0,PHASE3,INTERVENTIONAL,156.0,2016-06-22,COMPLETED,Anemia in End-Stage Renal Disease,8,cinnagen,cinnagen,1,PHASE3,0,0.657,0.621,0.802,1.0,0.0,0.72275,0
NCT06100939,Epithelium-On Corneal Cross-linking in Subjects 8 to 45 Years of Age With Keratoconus,Epion Therapeutics,INDUSTRY,,0,PHASE3,INTERVENTIONAL,396.0,2023-10-30,COMPLETED,Keratoconus,13,epion,epion,1,PHASE3,0,0.7295,0.81075,0.802,1.0,0.0,0.7671,0
NCT01092039,Safety and Efficacy Study of Oral XIGO Tablets to Treat The Common Cold,Xigo Health LLC,INDUSTRY,,0,,INTERVENTIONAL,140.0,2010-03,COMPLETED,Common Cold,1,xigo,xigo,1,NA,0,0.26075,0.601,0.802,0.4,0.0,0.4920625,0
NCT05830539,IN10018 Combination Therapy in Previously-treated Locally Advanced or Metastatic Solid Tumor Patients,"InxMed (Shanghai) Co., Ltd.",INDUSTRY,,0,PHASE1; PHASE2,INTERVENTIONAL,68.0,2022-03-10,COMPLETED,Locally Advanced or Metastatic Solid Tumors,7,inxmed shanghai,inxmed shanghai,1,PHASE1,1,0.6405,0.41925,0.802,0.3,1.0,0.6418,0
NCT02194777,"Safety, Tolerability and Pharmacokinetics of Inhalative Administration of BIBN 4096 BS in Healthy Male and Female Volunteers",Boehringer Ingelheim,INDUSTRY,,0,PHASE1,INTERVENTIONAL,48.0,2001-06,COMPLETED,Healthy,0,boehringer,boehringer,44,PHASE1,0,0.03475,0.32175,0.14575000000000005,0.3,0.0,0.14035000000000003,0
NCT00368277,"A Safety and Efficacy Trial of Aliskiren 150mg , 300 mg Compared to Ramipril 5mg, 10mg in the Elderly",Novartis Pharmaceuticals,INDUSTRY,,0,PHASE3,INTERVENTIONAL,901.0,2006-09,COMPLETED,Hypertension,1,novartis,novartis,53,PHASE3,0,0.26075,0.92,0.12150000000000005,1.0,0.0,0.3757875,0
NCT07056777,Evaluation of the Preliminary Efficacy and Safety of DR30206 in Combination With Standard Therapy in Patients With Gastrointestinal Cancer,"Zhejiang Doer Biologics Co., Ltd.",INDUSTRY,,0,PHASE1; PHASE2,INTERVENTIONAL,186.0,2025-03-25,RECRUITING,Gastrointestinal Cancer,1,zhejiang doer biologics,zhejiang doer biologics,1,PHASE1,0,0.26075,0.6575,0.802,0.3,0.0,0.4827125,0
NCT01666977,Phase 1b/2 Trial of AMG386 With Pemetrexed and Carboplatin in Non-Small Cell Lung Cancer,Amgen,INDUSTRY,,0,PHASE1; PHASE2,INTERVENTIONAL,36.0,2012-08,COMPLETED,Non Small Cell Lung Cancer,35,amgen,amgen,14,PHASE1,0,0.855,0.252,0.29874999999999996,0.3,0.0,0.4740124999999999,0
NCT01733875,"2-part Study to Assess Safety, Pharmacokinetics & Pharmacodynamics of CC-220 & Effect of Food on CC-220 in Healthy Subjects",Celgene,INDUSTRY,,0,PHASE1,INTERVENTIONAL,65.0,2012-11-01,COMPLETED,Healthy,1,bms,bms,28,PHASE1,0,0.26075,0.41275,0.25275000000000003,0.3,0.0,0.26599999999999996,0
NCT05826275,Phase 1 Trial in Patients With Human Papillomavirus (HPV)-Associated Cancer,"Toragen, Inc.",INDUSTRY,,0,PHASE1,INTERVENTIONAL,28.0,2023-06-20,COMPLETED,HPV Associated Cancers,5,toragen,toragen,1,PHASE1,0,0.59925,0.18275,0.802,0.3,0.0,0.5537124999999999,0
NCT03986775,Efficacy of Palatinose™ Versus Sucrose on Flow Mediated Dilation in Healthy Subjects With Mild Hypertension,Beneo-Institute,INDUSTRY,,0,,INTERVENTIONAL,80.0,2016-08-01,COMPLETED,Overweight and Obesity,0,beneo institute,beneo institute,1,NA,0,0.03475,0.45775,0.802,0.4,0.0,0.39863750000000003,0
NCT00297375,A Study Comparing the Effectiveness and Safety of ULTRACET® (Tramadol HCl/Acetaminophen) Versus Placebo for the Treatment of Acute Pain From a Migraine Headache,"Johnson & Johnson Pharmaceutical Research & Development, L.L.C.",INDUSTRY,"PriCara, Unit of Ortho-McNeil, Inc.",1,PHASE4,INTERVENTIONAL,375.0,2003-04,COMPLETED,Migraine; Head Pain; Headache,0,johnson and johnson pharmaceutical research and development l l c,johnson and johnson pharmaceutical research and development l l c,9,PHASE4,0,0.03475,0.805,0.34424999999999994,0.5,0.0,0.28814999999999996,0
NCT05948475,Study of Tinengotinib VS. Physician's Choice a Treatment of Subjects With FGFR-altered in Cholangiocarcinoma,"TransThera Sciences (Nanjing), Inc.",INDUSTRY,,0,PHASE3,INTERVENTIONAL,200.0,2023-12-20,ACTIVE_NOT_RECRUITING,Cholangiocarcinoma,87,transthera sciences nanjing,transthera sciences nanjing,1,PHASE3,1,0.94925,0.67875,0.802,1.0,1.0,0.8808125000000001,0
NCT00211575,Instrument Utility for Suspected Asthma (0000-042)(COMPLETED),Merck Sharp & Dohme LLC,INDUSTRY,,0,,INTERVENTIONAL,400.0,2003-05,COMPLETED,Asthma,0,merck,merck,35,NA,0,0.03475,0.8135,0.20699999999999996,0.4,0.0,0.22596249999999998,0
NCT07062575,Exoskeleton Training at Home to Assist Participants With Spinal Cord Injuries to Perform Ambulatory Functions.,ABLE Human Motion S.L.,INDUSTRY,Sint Maartenskliniek; Universitat Politècnica de Catalunya,2,,INTERVENTIONAL,10.0,2025-06-19,RECRUITING,Spinal Cord Injury,1,able human motion s l,able human motion s l,1,NA,0,0.26075,0.04075,0.802,0.4,0.0,0.43603749999999997,0
NCT00601575,Bioequivalency Study of 450 mg Lithium Carbonate Under Fed Conditions,Roxane Laboratories,INDUSTRY,,0,,INTERVENTIONAL,30.0,2002-10,COMPLETED,Bipolar Disorder,1,roxane,roxane,3,NA,0,0.26075,0.205,0.47650000000000003,0.4,0.0,0.3385375,0
NCT01716975,Study of EVP-6124 (Alpha-7 nAChR) as an Adjunctive Pro-Cognitive Treatment in Schizophrenia Subjects on Chronic Stable Atypical Antipsychotic Therapy,FORUM Pharmaceuticals Inc,INDUSTRY,"Syneos Health; NeuroCog Trials, Inc.",2,PHASE3,INTERVENTIONAL,767.0,2012-10,COMPLETED,Schizophrenia; Impaired Cognition,106,forum,forum,2,PHASE3,0,0.963,0.9085,0.5527500000000001,1.0,0.0,0.7713625,1
NCT01359657,Anti-CXCR4 (BMS-936564) Alone and in Combination With Lenalidomide/Dexamethasone or Bortezomib/Dexamethasone in Relapsed/Refractory Multiple Myeloma,Bristol-Myers Squibb,INDUSTRY,,0,PHASE1,INTERVENTIONAL,46.0,2011-09,COMPLETED,Multiple Myeloma,4,bms,bms,28,PHASE1,0,0.5685,0.31175,0.25275000000000003,0.3,0.0,0.36361249999999995,0
NCT00432757,Evaluation of Efficacy and Safety of an Anti-Allergy Drug With a Contact Lens in Allergic Conjunctivitis,Vistakon Pharmaceuticals,INDUSTRY,,0,PHASE3,INTERVENTIONAL,120.0,2007-01,COMPLETED,Allergic Conjunctivitis,3,vistakon,vistakon,1,PHASE3,0,0.531,0.5675,0.802,1.0,0.0,0.6733,0
NCT03777657,"Tislelizumab in Combination With Chemotherapy as First-Line Treatment in Adults With Inoperable, Locally Advanced or Metastatic Gastric, or Gastroesophageal Junction Carcinoma",BeiGene,INDUSTRY,,0,PHASE3,INTERVENTIONAL,997.0,2018-12-13,COMPLETED,"Gastric, or Gastroesophageal Junction Adenocarcinoma",149,beigene,beigene,2,PHASE3,1,0.978,0.927,0.5527500000000001,1.0,1.0,0.8284625000000001,0
NCT04603001,Study of Oral LY3410738 in Patients With Advanced Hematologic Malignancies With IDH1 or IDH2 Mutations,Eli Lilly and Company,INDUSTRY,,0,PHASE1,INTERVENTIONAL,260.0,2020-11-19,ACTIVE_NOT_RECRUITING,Acute Myeloid Leukemia (AML); Myelodysplastic Syndrome (MDS); Chronic Myelomonocytic Leukemia (CMML); Myeloproliferative Neoplasms (MPNs),37,eli lilly,eli lilly,40,PHASE1,1,0.8625,0.7365,0.18825000000000003,0.3,1.0,0.5364125,0
NCT04042701,DS8201a and Pembrolizumab in Participants With Locally Advanced/Metastatic Breast or Non-Small Cell Lung Cancer,Daiichi Sankyo,INDUSTRY,AstraZeneca; Merck Sharp & Dohme LLC,2,PHASE1,INTERVENTIONAL,115.0,2020-02-10,ACTIVE_NOT_RECRUITING,Breast Cancer; Non-small Cell Lung Carcinoma,30,daiichi sankyo,daiichi sankyo,10,PHASE1,1,0.83575,0.55675,0.32825000000000004,0.3,1.0,0.5580750000000001,0
NCT06424912,"Vivifi's Treatment, BPH Treatment Via Vasculature Anastomosis",Vivifi Medical,INDUSTRY,RQM+,1,,INTERVENTIONAL,20.0,2024-11-13,RECRUITING,Benign Prostatic Hyperplasia; Varicocele Grade II; Varicocele Grade III,1,vivifi,vivifi,1,NA,0,0.26075,0.118,0.802,0.4,0.0,0.4437625,0
NCT04984512,The Efficacy And Safety Of Mitizodone Phosphate Tablets In The Treatment of Patient With Major Depressive Disorder,"Sunshine Lake Pharma Co., Ltd.",INDUSTRY,,0,PHASE2; PHASE3,INTERVENTIONAL,600.0,2021-12-14,RECRUITING,"Depressive Disorder, Major",1,sunshine lake,sunshine lake,2,PHASE2,0,0.26075,0.87875,0.5527500000000001,0.6,0.0,0.4626,0
NCT05123781,Fasting Bioequivalence Study of 2 Metformin 1000 mg Prolonged Release Tablets in 28 Healthy Male and Female Volunteers,"Joint Stock Company ""Farmak""",INDUSTRY,,0,PHASE1,INTERVENTIONAL,28.0,2019-04-03,COMPLETED,Pharmacokinetics,1,joint stock company farmak,joint stock company farmak,1,PHASE1,0,0.26075,0.18275,0.802,0.3,0.0,0.4352375,0
